"resp","response_token","timestamp","fu_json","p3q1","p3q2","p3q3","p3q3a","p3q4","p3q5","p3q6","p3q7","p3q8","p3q9","p3q10","p3q11","p3q12","p3q13","p3q14","p3q15","p3q16a","p3q16b","p3q16c","p3q16d","p3q16e","p3q16f","p3q16g","p3q16h","p3q16i","p3q16j","p3q16k","p3q16l","p3q16m","p3q16n","p3q16o","p3q16p","p3q17a","p3q17b","p3q17c","p3q17d","p3q17e","p3q17f","p3q17g","p3q17h","p3q17i","p3q17j","p3q17k","p3q18","p3q19","p3q20","p3q21","p3q22","p3q23","p3q24","p3q25","p3q26","p3q27","p3q28","p3q29","p3q30","p3q31a","p3q31b","p3q31c","p3q31d","p3q31e","p3q31f","p3q31g","p3q31h","p3q31i","p3q31j","p3q31k","p3q31l","p3q31m","p3q31n","p3q31o","p3q31p","p3q31q","p3q32a","p3q32b","p3q32c","p3q32d","p3q32e","p3q32f","p3q32g","p3q32h","p3q32i","p3q32j","p3q32k","p3q33","p3q34a","p3q34b","p3q34c","p3q34d","p3q34e","p3q34f","p3q34g","p3q34h","p3q34i","p3q34j","p3q34k","p3q34l","p3q34m","p3q34n","p3q34o"
"1374","141d907195f28b14c9e93f56bdb13e98054016d7c887771a7d873b0298f47b73","1432369647","cocaine_circumstances=my_parties&cocaine_obtained=given_friends&whippits_amount=10_20&psychedelics_trip_sitter=rarely&psychedelics_bad_trip=never&psychedelics_reasonsa=yes&psychedelics_reasonsb=no&psychedelics_reasonsc=yes&psychedelics_reasonsd=yes&psychedelics_reasonse=yes&psychedelics_reasonsf=yes&psychedelics_reasonsg=yes&psychedelics_reasonsh=yes&psychedelics_reasonsi=no&psychedelics_reasonsj=no&psychedelics_reasonsk=no&psychedelics_reasonsl=no&psychedelics_reasonsm=no&psychedelics_reasonsn=yes&psychedelics_reasonso=no&psychedelics_obtained=bought_friends_MIT&lsd_obtained=bought_friends_MIT&lsd_dose=50_150","gt100","yes","no","NANS","10_100","NANS","NANS","NANS","NANS","bought_friends,given_friends,MIT_FSILG_parties,unregistered_parties,official_parties,student_group_events,lower_drinking_age","given_friends","beer","3_10","3_10","no","at_lg_socializing","yes","no","yes","yes","no","yes","yes","no","no","no","NANS","no","no","no","yes","no","never","ge3","never","never","never","never","never","never","once","once","never","10_100","joint,blunt,bowl,bong,vaporizer,edible","bought_friends_MIT,given_friends","18","1","yes","at_lg_socializing","no","no","yes","joint","bought_friends_MIT","NANS","yes","no","yes","yes","yes","yes","yes","yes","no","yes","NANS","no","no","yes","yes","no","yes","never","never","never","never","never","never","never","never","never","never","never","ge3","never","never","never","never","never","never","never","never","never","NANS","never","never","never","never","never"
"1375","bb5cc52ca6c4a6af2b59b1684450ce426b1aa4ad84bad4dc1dd2c4662465fadf","1432369932",,"NANS","NANS","NANS","NANS","10_100","NANS","NANS","NANS","NANS","given_friends,MIT_FSILG_parties","MIT_FSILG_parties","wine","twice","10_100","no","at_lg_socializing","yes","no","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no","no","never","never","never","never","never","never","never","never","never","never","never","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1376","06bebc225e94a7743a7664465645f0d9a00b51021a96d2065db758859bda250e","1432370789",,"NANS","NANS","NANS","NANS","10_100","NANS","NANS","NANS","NANS","bought_friends,given_friends,non_MIT_FSILG_party,off_campus,unregistered_parties,official_parties,student_group_events,parents,fake_id","bought_friends","liquor","10_100","10_100","no","others_parties","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","yes","no","never","ge3","never","never","never","never","never","never","never","ge3","never","3_10","bong","given_friends","NANS","NANS","NANS","others_parties","no","no","yes","bong","given_friends","NANS","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","never","never","never","never","never","never","never","never","never","never","never","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1377","ae2044083d31b6dbada5c4de233df3f3f11675a2605efe3637f8a528d7228377","1432380355",,"NANS","NANS","NANS","NANS","3_10","yes","19","1","NANS","bought_friends,given_friends,MIT_FSILG_parties,non_MIT_FSILG_party,unregistered_parties","given_friends","liquor","twice","never","no","at_lg_socializing","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","never","never","never","never","never","never","never","never","once","never","never","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1378","3b88733745249c06bd71f1b76a51abe8b803500fb537bba8c085270403e99683","1432382303",,"NANS","NANS","NANS","NANS","once","yes","18","1","NANS","MIT_FSILG_parties","MIT_FSILG_parties","liquor","never","never","no","my_parties","yes","no","no","no","no","yes","no","no","no","no","NANS","no","no","no","no","no","never","never","never","never","never","never","never","never","never","never","never","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1379","08137516c361611ed070161f842412ddca9032003bb6541a3de46481583250df","1432382555",,"NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1380","0b16ccfef72f5e0de1bad6dd3eef1dc0374c46536a1a3ec90f8e5b59053f7ef4","1432383975",,"NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1381","d709f566bf673c38588986733caf3e80b41e540d0bbdaca9140b352a2a2b70ae","1432388620",,"NANS","NANS","NANS","NANS","10_100","yes","18","1","NANS","given_friends,MIT_FSILG_parties,off_campus,unregistered_parties,student_group_events","MIT_FSILG_parties","beer","3_10","10_100","no","others_parties","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no","no","never","twice","never","never","never","never","never","never","never","never","never","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1382","9f646eddd6ad1e443268fef24a8b13d65cc0aa3d49f14524115df4ed0fd4b9d7","1432388645",,"NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1383","f0f6285b7a7204694b8f2af5c8aa590a539f28f6e8581a0aa9d98a018c92667d","1432390808",,"NANS","NANS","NANS","NANS","10_100","NANS","NANS","NANS","NANS","given_friends,MIT_FSILG_parties","MIT_FSILG_parties","beer","once","10_100","no","bars","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","never","never","never","never","never","never","never","never","never","never","never","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1384","99a7c5a4d7f672a41b74713a6c23571e0c81d03b55f64a0d9279219a153056f3","1432391535",,"NANS","NANS","NANS","NANS","3_10","yes","18","1","NANS","given_friends,MIT_FSILG_parties","MIT_FSILG_parties","high_alc","3_10","3_10","no","others_parties","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","never","never","never","never","never","never","never","never","never","never","never","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1385","d1f62f14d5d2964367d25081dda7d1c0d0228c5067f65d4046752f0971d42129","1432391561",,"NANS","NANS","NANS","NANS","3_10","no","20","3","NANS","parents","parents","liquor","never","never","no","other","yes","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","never","never","never","never","never","never","never","never","never","never","never","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1386","657ed16aefe5f874cf3552f32ed83722a9c52d89906b1c6ef27897045d88c28d","1432392711",,"NANS","NANS","NANS","NANS","3_10","NANS","NANS","NANS","NANS","given_friends,MIT_FSILG_parties,off_campus,unregistered_parties","off_campus","wine","never","never","no","bars","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no","no","never","once","never","never","never","never","never","never","never","never","never","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1387","350210503884855935b695e72db2915f8fea1f5eb2eba2ff876d4e04a73c5783","1432392934",,"NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","bought_friends,given_friends,other_id,fake_id","bought_friends","liquor","never","never","no","bars","yes","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","never","never","never","never","never","never","never","never","never","never","never","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1388","faa4d851b561d62de2493b8aea97b4ee5c5285afc20a15cd4c83013abdaba5f6","1432395335",,"NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1389","090b86d8d100b9d6fe4c57ee9be403c932903a6ecb3a71d4325ab32885dee42a","1432395443",,"NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1390","fa1fd0305cba9e6a94ae1cca39b88db8bec07226dcfba60bcebca4c6dd00502e","1432396111",,"NANS","NANS","NANS","NANS","3_10","yes","18","1","NANS","MIT_FSILG_parties,non_MIT_FSILG_party","MIT_FSILG_parties","liquor","once","once","no","others_parties","unsure","no","no","yes","no","yes","unsure","no","no","no","no","no","no","no","no","no","never","never","never","never","never","never","never","never","never","never","never","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1391","c5c43d04edef488c20466d6ac6b3f5e3643d8db4226724617225e378a1288f1f","1432396165",,"NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1392","8c8c560ca10d3ba69802eb875758488175bb3c67be4b9d27b533e02c13ed8cac","1432397680","presc_stim_use_past_12=not_past_12&presc_stim_prescribed=no&presc_stim_form=crushed_oral&presc_stim_obtained=given_friends&presc_stim_source_prescribed=unsure&presc_stim_academic_use=yes_effective&presc_stim_with_alcohol=no","NANS","NANS","NANS","NANS","gt100","NANS","NANS","NANS","NANS","bought_friends,given_friends,non_MIT_FSILG_party,off_campus,unregistered_parties,official_parties,fake_id","given_friends","liquor","10_100","10_100","no","others_parties","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","never","ge3","once","never","never","never","never","twice","once","ge3","never","3_10","bowl,bong,improvised","given_friends","NANS","NANS","NANS","others_parties","no","no","NANS","NANS","NANS","NANS","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","never","never","never","never","never","never","never","never","never","never","never","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1393","27d4b5d828220f3da2456b765d98aade83e01f457c32fba0104a651bcddb4ba7","1432399332",,"NANS","NANS","NANS","NANS","10_100","yes","19","2","NANS","given_friends,MIT_FSILG_parties,unregistered_parties","given_friends","liquor","3_10","twice","no","at_lg_socializing","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","never","once","never","never","never","never","never","never","never","never","never","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"1394","2c317b810a97422e50d2264bcb5cbea784ba45aad4a8b583541f0ed246779ce0","1432401575",,"NANS","NANS","NANS","NANS","3_10","NANS","NANS","NANS","NANS","other","other","high_alc","never","never","no","elsewhere_socializing","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","never","never","never","never","never","never","never","never","never","never","never","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
