"resp","response_token","timestamp","p2q1","p2q2","p2q3","p2q4","p2q5","p2q6","p2q7a","p2q7b","p2q7c","p2q7d","p2q7e","p2q7f","p2q7g","p2q8a","p2q8b","p2q8c","p2q8d","p2q8e","p2q8f","p2q8g","p2q9","p2q10","p2q11","p2q12","p2q13","p2q14a","p2q14b","p2q14c","p2q15a","p2q16","p2q16a","p2q16b","p2q16c","p2q16d","p2q16e","p2q17","p2q17a","p2q17b","p2q17c","p2q17d","p2q17e","p2q18a","p2q18b","p2q19a","p2q19b","p2q19c","p2q19d","p2q19e","p2q19f","p2q20","p2q20a","p2q20b","p2q20c","p2q20d","p2q20e","p2q20f","p2q20g","p2q21","p2q21a","p2q21b","p2q21c","p2q21d","p2q21e","p2q21f","p2q22","p2q22a","p2q22b","p2q22c","p2q22d","p2q22e","p2q22f","p2q23","p2q23a","p2q23b","p2q23c","p2q23d","p2q23e","p2q24a","p2q24b","p2q25a","p2q25b","p2q25c","p2q25d","p2q26"
"789","d089215e9546fbefb041bd6b86ca820ca20401ec1621308cb89696ac3e0a9804","1431572959","think_so","no","adequate","not_sure","not_sure","never","neg","very_neg","sli_neg","very_neg","neg","neg","very_neg","neg","very_neg","neutral","sli_neg","neutral","neg","very_neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"790","c2d2dc730857da1ddaefb4545e1eee167da389545c2c1758074bd82cbc30dfd5","1431573117","yes_def","no","adequate","unconf","unconf","never","neg","very_neg","neg","very_neg","neg","neg","very_neg","sli_neg","sli_neg","neutral","neutral","sli_neg","sli_neg","sli_neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"791","f6ba98c71f2aa79bb6543cdacf6edc4ff29153213c049fb0313a92d831982638","1431573106","yes_def","no","adequate","v_conf","neither","never","neutral","neg","sli_neg","very_neg","neg","pos","neutral","neg","very_neg","neutral","sli_neg","neutral","sli_neg","sli_neg","no","no","never","forums,online_like_erowid,gen_sources","main_effects,short_term_se,long_term_se,phys_add,psy_add","never","never","never","never","yes","3_10","never","never","never","never","yes","once","never","never","never","once","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"792","93866003087dbcfeed6e3ac05f08146e0494245023517e0f6a2f9c09a4376785","1431573159","yes_def","yes_def","severely_inadequate","v_unconf","v_unconf","never","neutral","very_neg","slightly_pos","neutral","neutral","neutral","very_neg","sli_neg","very_neg","sli_neg","slightly_pos","sli_neg","sli_neg","very_neg","unsure","no","ge3","other_undergrads,other","main_effects,long_term_se,phys_add,psy_add,cost,other_users,others_perc","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","yes"
"793","f8ee2b6b8fd5376377a41099024d4bc185d79306f33025e23c2439c8a5dff6be","1431573429","unsure","no","adequate","unconf","unconf","never","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","neg","very_neg","neg","very_neg","neg","very_neg","very_neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"794","65c1d774ce65fb01a55537c316979c06aa94c3bbbccc7e6edf2b2e3b3431d790","1431574585","yes_def","unsure","inadequate","unconf","v_unconf","never","neg","very_neg","sli_neg","neg","sli_neg","neutral","neg","sli_neg","very_neg","neutral","neutral","sli_neg","neutral","sli_neg","unsure","no","never","forums,online_like_erowid,gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,phys_add,psy_add,ld50,cost,avail,other_users,others_perc","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"795","357b77cd21de5806497908637bf280d687e9b6374eea279c07bc9144c86fe86b","1431574596","no","think_so","inadequate","neither","not_sure","twice","neg","sli_neg","neutral","neutral","very_neg","ver_pos","neutral","very_neg","neg","very_neg","very_neg","very_neg","very_neg","very_neg","think_so","unsure","ge3","other","cost","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"796","bd18d62c7c36b8698e2bb4c47657df62b62640c926606b6bd832d4b1842807cc","1431574632","yes_def","think_so","inadequate","v_conf","v_conf","never","sli_neg","very_neg","sli_neg","very_neg","very_neg","slightly_pos","sli_neg","neg","very_neg","neg","very_neg","very_neg","neg","very_neg","unsure","no","twice","forums,online_like_erowid,gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,phys_add,psy_add,ld50,other_users","never","never","never","never","yes","twice","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"797","0f78e35ac38014b83440ce49585f031bb74b4227626059ef8b65fc9a05cf6091","1431574710","no","no","adequate","neither","neither","never","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","sli_neg","sli_neg","neutral","sli_neg","sli_neg","sli_neg","sli_neg","no","no","never","never_cons","never_cons","gt100","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"798","ee6881e8ad42a79c94ce4cf6464923cb0162843371b7e07b2396ebd40d04ab1d","1431574912","yes_def","yes_def","severely_inadequate","v_unconf","v_unconf","never","very_neg","very_neg","slightly_pos","neg","very_neg","slightly_pos","neg","neg","very_neg","slightly_pos","neg","very_neg","slightly_pos","neg","yes_def","no","NANS","forums,online_like_erowid,gen_sources,other_undergrads","main_effects,short_term_se,phys_add,cost,other_users,others_perc","twice","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","once","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","twice","never","never","never","never","twice","never","never","never","never","never","no"
"799","1f97228fcf46cc5297544b78db516ab5c984acb583388f749969e403bf05433c","1431575041","yes_def","yes_def","adequate","conf","conf","never","neg","very_neg","sli_neg","sli_neg","sli_neg","neutral","neg","neg","neg","neutral","neutral","neg","neg","neg","think_so","no","twice","other_undergrads","short_term_se,long_term_se,phys_add,other_users","never","never","never","never","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"800","bc7ac2896afacccfb4176d659097ae32b23efc6484d69b2616ea5dfd6c9267cd","1431575084","yes_def","no","severely_inadequate","conf","v_unconf","never","very_neg","very_neg","very_neg","very_neg","very_neg","ver_pos","sli_neg","very_neg","very_neg","neg","neg","neg","slightly_pos","neg","yes_def","no","never","forums,online_like_erowid,gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,phys_add,psy_add,ld50,cost,avail,other_users","never","never","never","never","yes","10_100","never","never","never","never","yes","never","once","never","never","never","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"801","58651482782baa5aac077f05b123870ff69e8b60f80c4913f37571fccaec9fd1","1431575626","yes_def","think_so","inadequate","unconf","unconf","never","very_neg","very_neg","neg","neg","very_neg","neg","very_neg","very_neg","very_neg","neg","neg","very_neg","very_neg","very_neg","think_so","no","ge3","online_like_erowid,gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,phys_add,psy_add,ld50,cost,avail,other_users,others_perc","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"802","7b784ddefa5f1ec04cc206533c472ab157509b99fb463878f05fdcd87d42aa2f","1431575691","no","no","inadequate","v_unconf","v_unconf","never","very_neg","very_neg","sli_neg","neutral","very_neg","very_neg","very_neg","neg","neg","neutral","slightly_pos","sli_neg","neg","neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"803","36d2d3c489ac5eb049553fd62fb3ba7b1d0168015163d1731d6ded6320b28224","1431575839","unsure","unsure","unsure","conf","unconf","never","sli_neg","very_neg","neutral","neutral","neutral","pos","sli_neg","neg","very_neg","sli_neg","sli_neg","sli_neg","sli_neg","neg","no","no","never","forums,online_like_erowid,gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,phys_add,cost","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"804","959d017501dcbdb593a994489396ff4777457996c3c059515d2180e8bc93af0f","1431576575","yes_def","yes_def","inadequate","v_conf","neither","once","neutral","neg","neutral","sli_neg","neg","neutral","sli_neg","neg","very_neg","sli_neg","very_neg","very_neg","neg","very_neg","yes_def","yes_def","ge3","forums,online_like_erowid,gen_sources,other_undergrads","main_effects,long_term_se,phys_add,psy_add,cost,avail,other_users","never","never","never","never","yes","10_100","never","never","never","never","yes","3_10","3_10","once","never","never","never","never","once","never","never","once","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","yes","10_100","never","never","never","never","3_10","never","never","never","never","never","no"
"805","e888813012578d3ff292550b450527b7363753c2b3e4bf6a8a250b5bff00dc88","1431576609","yes_def","yes_def","comprehensive","v_unconf","v_unconf","never","neg","very_neg","sli_neg","neg","sli_neg","neg","very_neg","very_neg","very_neg","neg","very_neg","neg","very_neg","very_neg","no","no","twice","gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,phys_add,psy_add,ld50,cost,avail,other_users,others_perc","3_10","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"806","4ceea6c12d124c80b6387224be7cc77a34cea35044075babc8c7a8a6b6458cd5","1431576877","yes_def","think_so","unsure","v_unconf","v_unconf","never","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","neg","neg","neg","neg","neg","neg","neg","unsure","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"807","44f87ed1546647b1964383b9b16d986afab04e9110f869eedddd791465b50824","1431577123","yes_def","no","severely_inadequate","v_unconf","v_unconf","once","sli_neg","very_neg","very_neg","very_neg","very_neg","neutral","neg","neg","very_neg","very_neg","very_neg","very_neg","neg","very_neg","no","no","once","forums,online_like_erowid,gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,phys_add,psy_add,ld50,cost,avail,other_users","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"808","ef7acd784aad41c3541a9244c22775872e4d121de8ffd66e7caf44d6cd3d26d8","1431578262","no","no","adequate","v_unconf","v_unconf","never","neg","very_neg","neg","neg","neg","neg","very_neg","sli_neg","neg","sli_neg","sli_neg","sli_neg","sli_neg","neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
