"resp","response_token","timestamp","pdq1","pdq2","pdq3","pdq4","pdq5","pdq6","pdq7","pdq8"
"1167","ab27c7185330806633df84f53d9feb10ff2d7943304e9a4596cbe8cee714a4c0","1431902719","2018","le1","female","baker","sorority","yes","19","yes"
"1168","c4fa447ef967ecd9f43b378239393c069e894adf6eee09da8bc1bacfeba33e21","1431902775","2018","le1","female","east_campus","no","yes","17","yes"
"1169","fcb3df727bc3955de791e155058620f4fc557343ecda83c68707b8dca8ac9e66","1431902770","2017","2","female","new_house","no","yes","20","yes"
"1170","4006fb4e5930c6153366b611198261fe4abe3a593d0d15b83e7691775f0f9ee0","1431902874","2016","3","male","fraternity","frat","yes","21","yes"
"1171","6869fe40934e51e3161e3d123c83a3bafd9eba66ab7c6759ccc395cf937c88fa","1431902862","2016","3","female","bc","no","yes","20","yes"
"1172","fdc76f448c092d48eb156c908943d9476aaee2c54a2be7156149b7b8c04f4f43","1431902915","2017","2","male","bc","no","yes","20","yes"
"1173","3d2187a91e4bd9575ceb82825111c4f16c1976af31d96c52f7751c1bff7962bf","1431902949","2018","le1","female","next_house","no","yes","19","yes"
"1174","5efd8c0b9068f0e8bb2236f073ecdf832867f8eaa1900f6d7594ea4d21a7373a","1431902998","2018","le1","female","bc","no","yes","19","yes"
"1175","e1684343ed2e66e07f54125b068857993ddec7ff4c9acf3f5299c6af5283e677","1431903019","2016","3","male","fraternity","frat","yes","20","yes"
"1176","82149858b8734ae86b970c6f103674c644c20839003cebc90de8a918eacb59da","1431903025","2018","le1","male","maseeh","frat","yes","19","yes"
"1177","35cc9b504f16903c725a85a7227734d38c0902d6ecad6247eba75b38e92d0b8c","1431903029","2017","2","other","next_house","no","yes","19","yes"
"1178","f22f773f5f3c1ccdaecd8ee4ec5a23b268aa47822af3cc259b7ee16973f0b375","1431900505","2018","le1","male","east_campus","frat","yes","19","yes"
"1179","064da42348dc49cdf3741cfd9f7d768bb02a992e499de2fefc17fa03d8b3b59c","1431903148","2016","3","male","next_house","no","yes","21","yes"
"1180","adfaa3c8123d6883eef0b1eeede2aaadd74e7cca6240282f1a0049995391755b","1431903180","2017","2","male","next_house","no","yes","20","yes"
"1181","8126258a316dc543de4b84c8476c9f2fa17a3a6dabcb3bfd3ca404330e310327","1431903185","2018","le1","male","macgregor","no","yes","19","yes"
"1182","261a72e03da84b544a7c7c4e2ad4c6d4747d54e8f35243bb0e561b1d24ea5b64","1431903261","2017","2","male","next_house","no","yes","19","yes"
"1183","27e5332d5b7b3b13844f1822f09d45f4c201b22a0ec9b4f4aa6ae4037aec934c","1431903274","2016","3","male","fraternity","frat","yes","20","yes"
"1184","21abddb619b24886ef457618f2c09b811661cccd58a5fe61424ee47e7ba50651","1431903299","2018","le1","male","bc","no","yes","19","yes"
"1185","efc6045f56bc071578191d98a73ea056cca82690311074dda24d556eff8ba147","1431903291","2018","le1","male","next_house","no","yes","19","yes"
"1186","d0d6fe6a024851a301f9d448b8d25c06f74b31a3944fd44b45607b7a9ad5db80","1431903309","2016","3","male","fraternity","frat","no","21","yes"
"1187","f7fae418d4c02166a32b72aa8339129ab9664f1fec62df0cf138a1c409f9a97b","1431903436","2017","2","female","next_house","sorority","yes","19","yes"
"1188","0931322923e948e76217444245d38f2a61ea99dc6860a9f57aaffc0a817a72f1","1431903529","2018","le1","male","baker","frat","yes","19","yes"
"1189","ea8a63b716a60dfeb61458e72453a8197174998936a1789b754b1e16ae96b243","1431903550","2017","2","female","sorority","sorority","yes","19","yes"
"1190","1dd6a8fe4e084b7de7cbcf589a772bba5f67b7a615519016ef6f88e258581c07","1431903642","2017","2","female","bc","no","yes","19","yes"
"1191","55af9767e85a0996c3edfb39998acf03014a63f029c6b81a212d4002de13a0d5","1431903645","2015","4","male","east_campus","no","yes","20","yes"
"1192","b2916c0922c485450c867cfff69a0b13c17be195b16611490d959068de987421","1431903720","2015","4","female","maseeh","no","yes","21","yes"
"1193","cc49ac1b38b30e854f4df1b0b95dda5b28b7a5b01cd8e215772e98a46a50bded","1431903781","2017","2","female","baker","no","yes","20","yes"
"1194","a8d7ea8a1332f0f60dbeb658078d798c5705fa02dfee3d79ae56720d9196c269","1431903810","2017","2","female","east_campus","no","yes","19","yes"
"1195","620cd060e714d96c1cfc5cf2797e2a63938a8b2a93562674eb5b9a5d2d79b4a9","1431904032","2015","4","female","bc","no","yes","21","yes"
"1196","1622dc3eaef6483355d7bbf7952b5c75f28cafbf027f913ac95a1bbd15633c8c","1431904121","2016","3","male","fraternity","frat","yes","20","yes"
"1197","3587d5c1f73910a557ff9b48dbfe786cbb56d62572d5a102416ec03755a34fbc","1431904201","2017","2","male","fraternity","frat","yes","20","yes"
"1198","10aa91823995cc93bbb948bb6e39ab4dbc324a971efbbe1da8a4ca56c5c92d07","1431904220","2015","4","female","maseeh","no","yes","22","yes"
"1199","5ee8b1ceaac60ef8b434e0b68c78da3beccfeee88431fca129815076c05de4a7","1431904242","2018","le1","male","baker","frat","yes","20","yes"
"1200","3e020490b20a1d336ec5280a709a5c59cc0434c3b501c949ccb199e0a8aec7eb","1431904244","2015","4","female","simmons","no","yes","21","yes"
"1201","3dda31bd61ac0f0e4875682fd573f0c71caea31e0881bebf87fe6c41b253307e","1431904290","2017","2","female","sorority","sorority","yes","20","yes"
"1202","a6b526812028bbdb9469fb87b0db5dcc54b24aa5c7a1b4e09dfe834b5feabd7b","1431904340","2018","le1","female","mccormick","no","yes","18","yes"
"1203","0e6292ff297062a6ba5da95cc4285f4de490914d8b19fba64a8570364dbc3bcf","1431904403","2017","2","female","macgregor","sorority","yes","20","yes"
"1204","9da5a70dbadaf3925b850dc6865904aaa28f6066ff76fcf23eb2e6d27142a139","1431904406","2017","2","male","macgregor","no","yes","20","yes"
"1205","32b6bcf3bc0060d39b3d406c9d6d667fefe635951f7562ca031cabc1bbdcd8d0","1431904440","2016","3","female","mccormick","no","yes","20","yes"
"1206","f2ae3ac573849096a9a677ccc936fb85f37e889f08a4f50a4087449e0603cc05","1431904473","2014","4","female","ilg","no","yes","23","yes"
"1207","6bbd54fa05723bb832a9bd24758fef8a5cdc8a1b67499690b50c49f1099e14d2","1431904478","2017","2","female","sorority","sorority","yes","20","yes"
"1208","a5ff959f0e9e313fbc111a2c769efb8ace439dd2b489b979f65a0f4bf26c4b07","1431904518","2018","le1","female","east_campus","no","yes","18","yes"
"1209","5b9104b80465269db993f5ac8d8ae94e6c2aca860810d225236a270d7d8de2b1","1431904601","2018","le1","female","maseeh","no","yes","18","yes"
"1210","068d55d59d0331c5e097b9aa1bbf499660d0c1df3cfadddc011f9095b2357fe2","1431904624","2017","2","female","mccormick","sorority","yes","19","yes"
"1211","3efdf0902ecc842cc3bcf74b886c358b6a7cf475d22b850b06759e793ea89404","1431904671","2018","le1","female","new_house","no","yes","19","yes"
"1212","5319a8c1744d5aa88c8896690c8363c0fa51a9b59932f9e8c8e868c425c55734","1431904747","2018","4","female","next_house","no","yes","18","yes"
"1213","c23519ab82cf6e8fb407fdd1216ba5177521135cc3e9726269e0c362d636d27f","1431904762","2016","3","male","maseeh","no","yes","21","yes"
"1214","f2490108e4c3d156367dda3856d15142378e60482dca3d9768a1ebb84d683c3d","1431904837","2016","3","female","east_campus","frat","yes","20","yes"
"1215","f19e7bd8f5190b76adbf87f19ed4e92782740bcbf57c4afe3205bdca4f631e1a","1431904871","2018","le1","male","simmons","frat","no","19","yes"
"1216","c03741e21f2caf7c4774233ddc84f43bc733e4db0e17c06b64ef3cbc68981caa","1431904880","2016","3","male","fraternity","frat","yes","18","yes"
"1217","968e7357d027d9ee495b33b1f2adb2f78979aca65dd71e26dc14feec9a0491d7","1431904898","2017","2","female","simmons","no","yes","19","yes"
"1218","71a8a72ac389fafcf1097a9e92d125190fa731929bea508bf40ddd63ed52566e","1431904899","2018","le1","female","east_campus","no","yes","19","yes"
"1219","9977d719186bca6892457e4617617dab567ba2dd1275c89690b2bc9c436d31b0","1431905027","2018","le1","female","east_campus","frat","yes","18","yes"
"1220","8edaf615bfac6f1ad17870265aafd0dda574c9dd7bf9a4d6f98386bd00e996f8","1431905105","2015","4","female","other","sorority","yes","22","yes"
"1221","005b1b2ebb4ab35506fc0abb9f8f991d8e807cd0cb6b274cae14ca95794c2971","1431905309","2017","2","female","random","no","yes","20","yes"
"1222","61073f4d542f3169f1fae0ebf08e68df884d22d655a2612c0eae71994e387240","1431905328","2015","4","male","fraternity","frat","no","22","yes"
"1223","0586c9b179b7e73d3ac248dd0245d1985d3948b39d7eb64516c7f9f0040485f1","1431905423","2015","4","male","east_campus","no","no","22","yes"
"1224","c3acbbfe29fb856df68b961549d58329d49c5399db269966537bdf1b1dfecc11","1431905460","2017","2","male","east_campus","no","yes","19","yes"
"1225","cd5b69fdd359c648511332babaa5c03b055b484a1de15994f98844cef7f77686","1431905566","2018","le1","female","simmons","no","yes","18","yes"
"1226","ccd50481cd1bd2a7361b0a06128ed6c8770b040ba9a9c27bb3d204ffe137f25a","1431905583","2018","le1","female","east_campus","no","yes","19","yes"
"1227","7bf35d0ebac1e4951e9dc389ea908ac7877295bbba7ed332b862cc5bf4aa0ea1","1431905613","2016","le1","male","other","no","no","21","pref_no"
"1228","1e70dc2ef01263b14e4ea792a5667b933556dee18e961b175f978096e9a772f7","1431905664","2018","le1","female","senior_house","no","yes","18","yes"
"1229","3e873d4ebd61e173730cacdc8dcb8bc07bc748c3d1dcce38ac2371c2ef6529d5","1431905692","2016","3","male","fraternity","frat","yes","20","yes"
"1230","65007eab65f34ee7c6f217af5352139f182b3475290609f6a155a6c3989329fd","1431906072","2018","le1","female","next_house","no","yes","19","yes"
"1231","68a0a949f1a8f4d2cc2925d9fa9bed1f1bf406a1b80bed0809c584139cc55496","1431906275","2015","4","female","simmons","no","yes","22","yes"
"1232","6f87bb0f5c34a4d651e18aa5ff74a031b89cb624464a52ac9f68015728c224f1","1431906309","2015","4","female","maseeh","no","yes","22","yes"
"1233","dabf116ee7e1a22d7173e90391c79b81d1aacdbca5c20a2171fd7ca385dec8ee","1431906391","2017","2","female","off_campus","no","yes","20","yes"
"1234","9cffa44de374363a00abf1925150fbf2e79ce90733ce1d7cede20ca943255741","1431906458","2016","ge5","male","fraternity","frat","yes","20","yes"
"1235","d65d68abbef3992f0d664d6ab70f24a71304926c67447960b3d9edcb6702210c","1431906507","2017","2","male","senior_house","frat","yes","20","yes"
"1236","74a76fd1aacec981f1cb097519234d2616cff4b83d9452fd6c5238b3ca58dd52","1431906511","le2012","4","male","off_campus","frat","yes","24","yes"
"1237","95f46b89b41711b55aeac137c7fb23ed02b455b52bd9b5fb80080e84596f4ac8","1431906521","2016","3","male","macgregor","no","yes","20","yes"
"1238","561250ba72241ae64b17179addb9162c3e33f5b6ac87298786518f09f94ac7c8","1431906653","2018","le1","female","simmons","no","yes","18","yes"
"1239","83a331582d83908c467875241fe6045111b42341755bb6f032c9b7b2c0baee77","1431906661","2015","4","female","macgregor","no","yes","22","yes"
"1240","2b014fba3ac34a8f6eaab0494f73df45a1bbf26b04852bb19280ebcbe70bddaa","1431906690","2014","3","female","bc","no","yes","22","yes"
"1241","b58afb4e4bb98c97ccd3e941417ce2153820a054597c956b1081095a96a344c9","1431906908","2018","le1","male","east_campus","frat","yes","19","yes"
"1242","c95001eda0883d1cb07e5fb159cd3b5d6bf7191df31f7a952189726f192d6958","1431907264","2015","4","female","sorority","sorority","yes","21","yes"
"1243","64c6b156e5932c1d5e8810528b0df27443e0c94800f1aca5690453f86dbeacc1","1431907275","2015","2","male","east_campus","frat","no","23","yes"
"1244","11c79b158c1264054338a397df660189a6b3a78f55b318546d6a52a4cc7926d2","1431907453","2017","2","female","mccormick","no","yes","19","yes"
"1245","b67cf719bb8a2e9e85a9277e14bc6de2e5e3cb5703feefef1afcbe8f349b9204","1431907512","2015","4","female","maseeh","no","yes","22","yes"
"1246","29a7736d1ea6dee82a60b399e737644aaf7d4b84325544a06295277cef8a1aa5","1431907560","2017","2","male","senior_house","no","yes","20","yes"
"1247","da6ba520bc0b11e2ad1b020e3951a9d143b86480e7161bb25c41c871ab00aad4","1431907566","2017","2","male","fraternity","frat","yes","21","yes"
"1248","d24625cbfa44c2d037c78c9b040a4c8429538b4755df39ea6b8b80ed8be1a089","1431907567","2018","le1","female","baker","sorority","yes","18","yes"
"1249","985a6513fd840d455e71e335c8a0f3f72ca283efc1ccde20e41ca69ed089746f","1431907712","2018","le1","male","fraternity","frat","yes","18","yes"
"1250","664055097e140461bea8bbb2dc5b0b54dbf861855ad5c4209881094c76a1c11f","1431907848","2016","3","male","east_campus","no","yes","21","yes"
"1251","aacf62194c09aeeff319a5e9db32de85f18ee8844c1418c78ed810ccc2cf6ad0","1431907909","2016","4","female","simmons","sorority","no","20","yes"
"1252","5b42ab5ab9f5904c8efb75ab037b3a56b8196b3ebbd98dcd21d2e83d2fbc23a2","1431908135","2016","4","trans","east_campus","no","yes","23","yes"
"1253","9822be81d47278b3f262a7c09ff881be461e30af6d1d240d16df20f864211b0c","1431908143","2017","2","female","bc","no","yes","19","yes"
"1254","99cb86720fa5e19014887904c8d8666f6eb62a4502839d0d81834d051daff281","1431908221","2015","4","male","simmons","no","yes","22","yes"
"1255","713e4b8921a888a6c781d6024bb0c1ba47ca608937c55d422a91fb59e007e79e","1431908332","2018","le1","female","new_house","no","yes","18","yes"
"1256","77b2fc01e25816af903d72d07c5b02f556a7b40f773da6b68d2c6faec4817d01","1431908389","2015","4","male","off_campus","no","yes","22","yes"
"1257","022d8cbfdf94d93ccebc4882918362d22866761855caf1dde69b7a85ce8e2067","1431908656","2018","le1","male","fraternity","frat","yes","18","yes"
"1258","3f4f7973bec73985d4d243ed6d3f406e8d54ccfee85979b8c5308d4b093d8434","1431908824","2017","2","female","east_campus","no","yes","19","yes"
"1259","15146abe4aeb1c5919233e124dfac878bafeb2d5c01c583eae63b6b6d336a57d","1431908965","2015","4","female","mccormick","no","yes","22","yes"
"1260","7dfc58b6f4bfdcc9bc98de784e7722caa10da65f173a57441da82b7c4718ac84","1431909548","2015","4","female","east_campus","no","yes","22","yes"
"1261","9333d45b24084fe30bec09a4ab9b1a4b6f42f3f89deab3b320e41b60d3b15269","1431909955","2017","2","male","next_house","no","yes","20","yes"
"1262","b835b2644246a36557e2672bb83a4fa01fda118f92568bca40cf0d06ffe84b1e","1431910336","2017","2","female","maseeh","no","yes","20","yes"
"1263","a69458721e98d8e49c885a0c15a30df7fc1b09c6d03b0d1835090209217c38b8","1431909987","2016","3","male","baker","frat","yes","21","yes"
"1264","a0dc320662443f90a1c14f13ec1b17c567cc9ad6568a7345e86d25aa3557c977","1431910075","2016","3","female","sorority","sorority","yes","21","yes"
"1265","0cd66f84314df56b8b9a0b98ba172c0b1f6e3cc9f259eaeedf3ab8be5b5e8e3b","1431910208","2017","2","female","off_campus","sorority","yes","19","pref_no"
"1266","965a4e78a13a2c0ab004b3a3f91fee824ffb99e929a3473b0e130921627b61b2","1431910342","2015","4","female","simmons","no","yes","22","yes"
"1267","5eb5cf55eb9a128f7a0286a54474e81327aa2294c6142017bc82bf2822e0aff5","1431910752","2018","le1","female","next_house","no","yes","19","yes"
"1268","79065cb1300e9d3371470b64c30acd47317c7be333bc2de2705df29f7e57a9e6","1431911116","2015","4","female","sorority","sorority","yes","22","yes"
"1269","7a427b13f82b9bae57897cf237735a266881c6e736e0cab30dbd2d96b864b820","1431911129","2016","3","female","mccormick","no","yes","20","yes"
"1270","d818a1f2b48d6d2df12ee83b44d171592050c24558610ebbe40aaba41b311ca5","1431911155","2017","2","male","next_house","no","no","19","yes"
"1271","fab1e2ecac38a61dda036f6b9ff59339a804642a4c299188d4ddf232c0990a65","1431911185","2017","2","female","bc","sorority","yes","19","yes"
"1272","4bc203cfc3067345c122a1fb21e3425862d5d3b78b300ef27cd49b5e43277c22","1431911242","2018","le1","male","simmons","no","yes","19","yes"
"1273","8dcae0c1dfaf68576a78e990c686282daa59ea65459d8ee370c6ed79ac363921","1431911288","2015","4","male","new_house","no","yes","22","yes"
"1274","9b63faf1849a9bb1996bcea591b3f262cc125eb65f5ba8a9015bcb8b6f5c8643","1431911541","2018","le1","male","maseeh","no","yes","19","yes"
"1275","076b4ae0d180875e6451dd91f76b932f0f26837a3796d43139178234a2f1e99e","1431911533","2015","4","female","off_campus","no","yes","22","yes"
"1276","3ae2591802598f738c265e452ac183a47a25e63bbe842a6c56221b60a1a44cef","1431911597","2016","3","female","bc","no","yes","20","yes"
"1277","4177a9a446a9f85d52eb1229bafb61d0c5201b35ac5b21f6faee53cc512ac686","1431911668","2018","le1","female","maseeh","sorority","yes","19","yes"
"1278","1de42f67a6361a424ac768dda691391287e4b53c740c798c9499254322f4e613","1431911808","2015","4","female","sorority","sorority","yes","22","yes"
"1279","63f459bea5d9cd7526527b59351e575c46e2453705fb048814fc5bf98bad8d3a","1431912330","2016","3","female","maseeh","no","yes","21","yes"
"1280","d4e3a7838b637b92de21f72e22674fd48378b09e07e14c4ea81360ff7bd03495","1431912495","2017","2","female","sorority","sorority","yes","20","yes"
"1281","b967213b5a9515b12f04e915a1c4c74ed605d834c58dc253c288082585a3cfdb","1431912695","2018","le1","male","simmons","no","yes","18","yes"
"1282","b1fa1d379ddccad86259a76e571856667632f25e0e812324a7c39e78cfbd5268","1431912837","2017","2","female","mccormick","NANS","no","21","yes"
"1283","1a36e66230a840b4ed4aaaa76e26ac532a33a95fd79afd0c934bda0e447fffd9","1431913307","2018","4","male","simmons","no","yes","19","yes"
"1284","bfa2fcf6d0970a5001a40893b4298081f71efc00f908ef9ee449109f97936eed","1431913332","2018","le1","male","simmons","no","yes","18","yes"
"1285","742769ab2d3c37b6822c615a1099c4f66520a31884df1786eb13269a405f3b05","1431913677","2016","3","female","maseeh","no","yes","21","yes"
"1286","58caf6b678831174aa8756afccf2a95ca779e98a3ababe35c5c0ebfa00bbfae9","1431913782","2015","4","male","fraternity","frat","yes","21","yes"
"1287","60f43fecec0416546083289d69d0e38a51b5038aa7961fdf1ef1ea23ed4e800f","1431913847","2015","4","male","fraternity","frat","no","21","yes"
"1288","3f4d4116c218a45b0f452ebf2b3e3db69ca1cf06c122ccc2fd0324485be0e36c","1431914231","2015","4","female","sorority","sorority","yes","21","yes"
"1289","14e9ea28314646b7baeea8b7d81cbb6e64159eda67846b29f5998f67e695085e","1431915294","2017","2","female","baker","no","yes","20","yes"
"1290","8b677e1c8c4a3c1461039eb5581aa1bf8ae329fa200de80c9222d9ee60c1328a","1431915390","2015","4","male","maseeh","no","yes","21","yes"
"1291","d600f0d8c3bdca3cfe399274894f4544f6c35f61fc355df8ea115f5c4f7ec3dd","1431916685","2017","2","female","mccormick","no","yes","20","yes"
"1292","db13f0d3709ffdff78c9509a798fb03b94dec8b3fa849edea5918000a6148788","1431916067","2016","3","male","fraternity","frat","yes","20","yes"
"1293","c864b16b44bab3732b7176a8905957fbe2248fc21ce93a6971d2dec6378672c3","1431916092","2016","3","female","sorority","sorority","yes","21","yes"
"1294","b2e4614d4415bd78cdc98ac38b2e217e2f615002f483aaf12abd1f97852b9a93","1431916237","2017","2","female","mccormick","sorority","yes","19","yes"
"1295","484a6d84af24bb819266a2274e1ff7fbb68fcf76d68d2a8ee2037921ddd8c916","1431916302","2018","le1","male","macgregor","no","yes","19","yes"
"1296","cfcc4b19fd150c494dce1a48b46224e27f25678a83001db9db39218d6f394e35","1431916419","2017","2","male","next_house","frat","yes","19","yes"
"1297","715f4a688a405e36e2966ec27e687d552897dca6a03d2540b205957d0f12b102","1431916824","2016","3","male","next_house","no","yes","21","yes"
"1298","40a422d7c08ea21e0a72143f93c36809a79e18c89f7225cb177ecda0e3ee690a","1431917416","2015","4","female","baker","no","yes","22","yes"
