"resp","response_token","timestamp","p1q1","p1q2","p1q3","p1q4a","p1q4b","p1q5a","p1q5b","p1q6","p1q6a","p1q7","p1q7a","p1q7b","p1q8","p1q9","p1q10","p1q11","p1q12","p1q13","p1q14","p1q15","p1q16","p1q17a","p1q17b","p1q17c","p1q18a","p1q18b","p1q18c","p1q19","p1q20","p1q21","p1q22","p1q23","p1q24","p1q25","p1q26","p1q26a","p1q27","p1q27a","p1q27b","p1q28","p1q29","p1q30","p1q31","p1q32","p1q33","p1q34a","p1q34b","p1q34c","p1q35a","p1q35b","p1q35c","p1q36","p1q37","p1q37a","p1q38","p1q38a","p1q39","p1q40"
"739","56eb3077e9be542835dd1b58c8f7bd2342784011192cb339867d69cd797f2e42","1431560724","0","yes_def","no","very_neg","neg","neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","5_7","3_4","3_4","5_7","less","adequate","yes","yes","neutral","neg","ver_pos","neg","very_neg","neutral","no","no","v_conf","conf","once","once","once","yes","17_18","yes","yes","1_per_week","no","yes_def","yes_def","neither","opp","no","neg","neg","very_neg","neg","neg","very_neg","3_5","no","NANS","no","NANS","no","no"
"740","2490295f52a720819c048f4cf0304d2af9ab82a2bed8708dcfe1ef8c648b5001","1431561159","0","unsure","no","very_neg","neg","very_neg","neg","no","NANS","no","NANS","NANS","yes_def","1","1","3_4","3_4","about_same","inadequate","unsure","unsure","neutral","sli_neg","neutral","sli_neg","neg","neutral","no","no","neither","v_unconf","never","twice","never","no","NANS","yes","yes","1_per_2_weeks","no","yes_def","think_so","sup","neither","no","sli_neg","sli_neg","neg","neutral","neutral","sli_neg","never","no","NANS","no","NANS","no","no"
"741","8862a529e1d2a5943a6cb74c2c8580eb3b8cd2e9fdb19d2abecf200573a703f9","1431561547","0","no","no","very_neg","very_neg","very_neg","very_neg","yes","12_13","no","NANS","NANS","think_so","0","0","3_4","1_2","less","adequate","unsure","no","neg","sli_neg","pos","neg","sli_neg","pos","no","no","conf","conf","never","never","never","yes","13_14","yes","no","1_per_2_weeks","no","think_so","unsure","strong_sup","strong_sup","no","neutral","neutral","neg","neutral","neutral","neg","never","yes","NANS","no","NANS","no","no"
"742","aa86418fb43201fcfd15a14c1bbdea472c1d34b1f5e4e5e93a4a78a78bcc9347","1431561575","0","yes_def","no","sli_neg","neutral","sli_neg","sli_neg","no","NANS","yes","cigarette,hookah,cigar","1_5_total","yes_def","3_4","3_4","3_4","5_7","less","comprehensive","yes","yes","neutral","sli_neg","neutral","neg","neg","neutral","no","no","v_conf","conf","3_5","ge9","ge9","yes","17_18","yes","yes","1_per_week","no","yes_def","yes_def","sup","sup","yes","neutral","neutral","sli_neg","neutral","neutral","neutral","ge9","no","NANS","yes","1_5_total","no","no"
"743","82a4ce734baa740efc87b1315f1544b1218ae717d8f0e811363daaaa32bf0e8c","1431561677","0","yes_def","no","very_neg","neg","neg","sli_neg","no","NANS","yes","with_marijauna,cigar","1_5_total","yes_def","3_4","3_4","3_4","3_4","less","adequate","yes","unsure","sli_neg","sli_neg","neutral","neutral","neutral","slightly_pos","no","no","conf","neither","never","ge9","ge9","no","NANS","yes","yes","2_5_per_week","no","yes_def","yes_def","strong_sup","strong_sup","no","ver_pos","pos","pos","pos","slightly_pos","slightly_pos","ge9","no","NANS","yes","2_5_per_week","no","no"
"744","6404a9cd5f91ce8bb5f6fc4fc07ba6e02553728a8ec2011d533c1609ea460c8e","1431561683","0","yes_def","no","very_neg","neg","sli_neg","neutral","no","NANS","no","NANS","NANS","yes_def","5_7","3_4","5_7","3_4","less","adequate","yes","unsure","neutral","sli_neg","neutral","neutral","neutral","sli_neg","no","no","neither","neither","once","ge9","3_5","yes","15_16","yes","yes","1_per_2_weeks","no","unsure","unsure","neither","neither","no","neutral","sli_neg","neg","neutral","neutral","sli_neg","never","no","NANS","no","NANS","no","no"
"745","84f1386e0fa87df5e97584110c778fdef074df0ca83c4dba54ddb26c2d7e1a75","1431561738","0","think_so","no","very_neg","very_neg","neg","neg","yes","16_17","no","NANS","NANS","yes_def","ge14","ge14","3_4","0","less","comprehensive","yes","yes","neutral","neg","neutral","neg","neg","neutral","no","unsure","conf","conf","once","ge9","ge9","yes","17_18","yes","yes","5_10_total","no","yes_def","yes_def","sup","sup","yes","slightly_pos","neutral","sli_neg","sli_neg","neg","neg","3_5","yes","NANS","yes","not_past_12","no","no"
"746","b0fec585ffdcbadfc032606ecd8edd1f316c5a71ed62cfe9ddfe9a346b4b72c8","1431562038","0","no","no","very_neg","neg","neg","sli_neg","no","NANS","no","NANS","NANS","unsure","3_4","2","3_4","1_2","less","adequate","yes","unsure","neg","neg","slightly_pos","sli_neg","sli_neg","slightly_pos","no","no","unconf","unconf","never","3_5","twice","yes","17_18","yes","yes","1_5_total","no","think_so","unsure","sup","neither","unsure","neutral","sli_neg","very_neg","slightly_pos","slightly_pos","neg","never","no","NANS","yes","not_past_12","no","no"
"747","ae431caad9230287ec89dac3a19f803ffd5a98c37f22585bf6b9ce5c6048ec30","1431562300","0","yes_def","no","very_neg","neg","neg","neutral","no","NANS","no","NANS","NANS","yes_def","2","5_7","5_7","3_4","about_same","adequate","yes","no","neg","very_neg","pos","neg","sli_neg","pos","no","no","conf","neither","6_8","ge9","ge9","no","NANS","yes","no","1_per_month","no","yes_def","yes_def","opp","strong_opp","no","neutral","very_neg","very_neg","slightly_pos","NANS","sli_neg","never","no","NANS","no","NANS","no","no"
"748","df19aad3901d2878c73a4d5f4b0b57676789ecd5782f3ca3fb415afac16c173f","1431562350","0","no","no","very_neg","very_neg","neg","neg","no","NANS","no","NANS","NANS","yes_def","5_7","2","1_2","1_2","less","adequate","no","no","neg","very_neg","slightly_pos","neg","neg","pos","no","no","unconf","unconf","once","3_5","once","no","NANS","yes","no","5_10_total","no","no","no","sup","neither","no","neg","neg","very_neg","neutral","neutral","sli_neg","never","no","NANS","no","NANS","no","no"
"749","2d22e5f24c1160636ba1f96a71e646390f9a2f24a95ff7d45683c1532615df29","1431562476","0","yes_def","no","very_neg","very_neg","neg","sli_neg","no","NANS","yes","hookah,ecig","1_5_total","yes_def","ge14","ge14","5_7","8_10","less","comprehensive","yes","yes","pos","sli_neg","sli_neg","neutral","neg","neutral","no","no","v_conf","v_conf","never","ge9","ge9","yes","17_18","yes","yes","2_5_per_week","no","yes_def","yes_def","strong_sup","sup","no","ver_pos","pos","neutral","neutral","neutral","sli_neg","ge9","no","NANS","yes","5_10_total","no","no"
"750","4a035b5ae97c74484040f113f62096974a14eb4501ee67ee93119cd9eb2a498f","1431562499","0","no","no","very_neg","very_neg","neg","neg","no","NANS","no","NANS","NANS","yes_def","2","2","5_7","5_7","less","comprehensive","yes","yes","neutral","neg","neutral","neutral","neg","neutral","no","no","unconf","unconf","never","3_5","3_5","no","NANS","yes","yes","1_5_total","no","yes_def","yes_def","strong_sup","sup","no","neutral","neutral","neutral","neutral","neutral","neutral","never","no","NANS","no","NANS","no","no"
"751","a9af26f5e91cd8844425f99bd35e9bfee05907cc88e352967b3a83b1d2abdff4","1431562579","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS","NANS"
"752","aead384eaf083a349778b0c6000ed783c9192c40a6899bfe0f6d5d724ffb7061","1431562591","0","no","no","very_neg","neg","neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","0","0","1_2","0","about_same","inadequate","yes","yes","very_neg","very_neg","neutral","neg","neg","pos","no","no","unconf","unconf","never","twice","twice","yes","17_18","yes","yes","1_5_total","no","think_so","unsure","neither","neither","yes","slightly_pos","neutral","neg","pos","slightly_pos","neutral","never","no","NANS","no","NANS","no","no"
"753","e06555d953f2cf005d7bacce867a4e2379496bcb85a648f6588ca368b5e278e0","1431562824","0","no","no","very_neg","neg","sli_neg","sli_neg","yes","ge18","no","NANS","NANS","yes_def","2","2","5_7","5_7","less","adequate","yes","yes","pos","sli_neg","neutral","slightly_pos","neutral","slightly_pos","no","no","conf","conf","never","never","never","yes","15_16","yes","yes","1_per_2_weeks","no","yes_def","yes_def","strong_sup","sup","no","slightly_pos","neutral","sli_neg","sli_neg","neg","very_neg","twice","no","NANS","yes","1_5_total","no","no"
"754","40549cb8bedc7beda717f581c75ab1992aa6cbb340fb6203103e10f329c92dce","1431563002","0","no","no","very_neg","very_neg","neutral","neutral","no","NANS","no","NANS","NANS","yes_def","0","0","5_7","1_2","less","comprehensive","yes","yes","slightly_pos","sli_neg","pos","neutral","sli_neg","neutral","no","no","conf","unconf","never","3_5","3_5","yes","17_18","yes","yes","1_5_total","no","yes_def","think_so","strong_sup","sup","unsure","neutral","neutral","neutral","slightly_pos","neutral","neutral","never","no","NANS","no","NANS","no","no"
"755","54f4ae1b87a7a7f62edccf4f20577b479ef0361a39b4eb6a7795118ce3cb1b41","1431563025","0","think_so","no","very_neg","neg","neg","neutral","no","NANS","no","NANS","NANS","yes_def","2","2","3_4","1_2","about_same","comprehensive","yes","yes","neg","neg","neutral","sli_neg","neutral","ver_pos","no","no","unconf","neither","3_5","3_5","3_5","yes","15_16","yes","yes","5_10_total","no","yes_def","think_so","neither","strong_opp","no","neutral","neg","very_neg","slightly_pos","slightly_pos","neutral","twice","no","NANS","no","NANS","no","no"
"756","0be18ed98ef50f41ece4c88e0ae84901c834584b74d50cf0f1a394c80d9dcf0e","1431563115","1","think_so","no","very_neg","very_neg","sli_neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","2","1","3_4","0","less","adequate","no","no","very_neg","neg","ver_pos","neutral","neutral","sli_neg","no","no","v_unconf","v_unconf","once","6_8","twice","yes","15_16","yes","no","1_5_total","no","think_so","unsure","strong_sup","strong_sup","unsure","slightly_pos","neutral","sli_neg","slightly_pos","neutral","sli_neg","never","no","NANS","no","NANS","no","no"
"757","871ed06d12dfab38e9dcd2e3a0d445c6e95cb9f54c4eb4a3da1ceba31a6d9491","1431563289","0","no","no","very_neg","neg","neg","neg","no","NANS","no","NANS","NANS","yes_def","0","0","1_2","0","about_same","adequate","yes","no","very_neg","neg","neutral","neg","neg","slightly_pos","no","no","v_unconf","v_unconf","never","6_8","3_5","no","NANS","yes","yes","1_5_total","no","unsure","unsure","strong_sup","neither","no","sli_neg","neg","very_neg","neutral","neutral","neutral","never","no","NANS","no","NANS","no","no"
"758","4eb9bc8feb75493bc09a179a9bae4c992d1642e670a4f93218f3af28aab77eb1","1431563443","1","think_so","no","very_neg","neg","sli_neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","0","0","0","0","about_same","adequate","unsure","unsure","neutral","neg","neutral","neutral","sli_neg","slightly_pos","no","no","unconf","unconf","once","3_5","3_5","yes","15_16","no","NANS","NANS","no","think_so","unsure","sup","neither","no","neutral","neutral","sli_neg","neutral","neutral","neutral","once","no","NANS","no","NANS","no","no"
"759","5572baae867a27244957c4262da121bc6e35dcca5a0451918647ddfd00a7bad0","1431563678","0","yes_def","unsure","neutral","neutral","very_neg","sli_neg","no","NANS","yes","hookah","1_5_total","yes_def","2","2","3_4","1_2","about_same","adequate","no","unsure","very_neg","neutral","neutral","sli_neg","neutral","neg","unsure","unsure","unconf","unconf","once","ge9","ge9","no","NANS","yes","yes","1_per_month","no","yes_def","unsure","sup","sup","yes","neutral","neutral","neutral","neutral","neutral","neutral","3_5","no","NANS","yes","1_5_total","no","no"
"760","14d8988f8da4a7a092f71fc784c79b7b7801e9e2a834a2db0e014373dae3819c","1431563838","0","no","no","very_neg","very_neg","sli_neg","neutral","no","NANS","yes","hookah","1_5_total","yes_def","2","2","3_4","1_2","about_same","inadequate","yes","yes","sli_neg","very_neg","neutral","sli_neg","neg","neutral","unsure","yes","conf","neither","twice","ge9","ge9","no","NANS","yes","yes","1_per_month","no","yes_def","think_so","neither","opp","no","neutral","sli_neg","very_neg","neutral","sli_neg","sli_neg","twice","no","NANS","no","NANS","no","no"
"761","d3c17e037ccfc8171182119cdd0a12c6d3be0cd2653e2a8074ad66f8d4b36d7f","1431563855","0","yes_def","no","neg","neutral","very_neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","5_7","3_4","3_4","3_4","about_same","comprehensive","yes","yes","neutral","sli_neg","ver_pos","sli_neg","neg","neutral","no","no","v_conf","conf","twice","6_8","6_8","yes","11_12","yes","yes","1_per_week","no","yes_def","yes_def","strong_sup","sup","no","neutral","neutral","neutral","neutral","neutral","sli_neg","ge9","no","NANS","no","NANS","no","no"
"762","b2408fb5046159de0f5c1652d97349359a700d0440f248c2c8b572f52aaff277","1431563971","0","no","no","very_neg","very_neg","very_neg","neutral","no","NANS","no","NANS","NANS","yes_def","0","0","3_4","0","about_same","comprehensive","yes","yes","neutral","neg","ver_pos","neutral","sli_neg","ver_pos","no","no","neither","neither","never","twice","once","no","NANS","yes","yes","not_past_12","no","yes_def","think_so","strong_sup","strong_sup","unsure","ver_pos","neutral","sli_neg","ver_pos","neutral","neutral","ge9","no","NANS","yes","5_10_total","no","no"
"763","87cec938de178e0827bc14220889aa9484339e3f99e12f2a814f9670db346ec7","1431564197","0","no","no","neg","sli_neg","neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","0","0","1_2","0","less","adequate","yes","yes","neutral","neg","neutral","neutral","neg","pos","no","no","unconf","v_unconf","never","never","never","yes","le10","yes","yes","1_5_total","no","yes_def","unsure","sup","sup","no","neutral","neutral","sli_neg","neutral","neutral","neutral","never","no","NANS","no","NANS","no","no"
"764","31c7dad5d6357df6edd19e7763fddd76e0a8214028f2ff5c147510a174bac675","1431564651","0","no","no","very_neg","very_neg","very_neg","very_neg","no","NANS","no","NANS","NANS","yes_def","2","2","5_7","5_7","less","adequate","yes","yes","sli_neg","very_neg","sli_neg","neutral","very_neg","neutral","no","no","conf","conf","once","3_5","never","yes","17_18","yes","yes","1_per_2_weeks","yes","yes_def","no","strong_sup","strong_sup","yes","ver_pos","slightly_pos","very_neg","ver_pos","neutral","very_neg","3_5","yes","NANS","yes","5_10_total","no","no"
"765","220e6c2166bd25b6e22537e65895e83836d0370427b5d3544c87b74582e940ad","1431564620","0","no","no","very_neg","very_neg","sli_neg","neutral","no","NANS","no","NANS","NANS","yes_def","0","0","5_7","0","about_same","adequate","no","no","neg","neg","neutral","neutral","neutral","neutral","no","no","neither","unconf","never","3_5","3_5","no","NANS","no","NANS","NANS","no","yes_def","think_so","neither","neither","no","neutral","neutral","neutral","neutral","slightly_pos","neutral","once","no","NANS","no","NANS","no","no"
"766","e57852e037be99b09c199d1db1484e7772fa5a37a7bd980271315b62f91ac5d7","1431564726","0","think_so","no","neg","sli_neg","neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","1","1","3_4","0","less","comprehensive","unsure","unsure","neg","sli_neg","neutral","sli_neg","neutral","slightly_pos","no","no","neither","unconf","3_5","ge9","ge9","no","NANS","no","NANS","NANS","no","yes_def","think_so","sup","neither","no","neutral","neutral","sli_neg","neutral","neutral","neutral","never","no","NANS","no","NANS","no","no"
"767","abf0095e397d94133045f2a4cdfd8ea5e549a450abe922a4cbdd435275386439","1431564851","0","think_so","no","very_neg","neg","neg","neutral","no","NANS","no","NANS","NANS","yes_def","0","0","3_4","5_7","less","adequate","yes","yes","neutral","sli_neg","neutral","sli_neg","sli_neg","neutral","no","no","neither","unconf","never","twice","once","yes","17_18","yes","yes","1_5_total","no","think_so","think_so","strong_sup","sup","unsure","neutral","neutral","neutral","neutral","sli_neg","sli_neg","never","no","NANS","no","NANS","no","no"
"768","86e8464aa77ccc4a73c03b24be2819669a17879ec8db0b48f792b25a205c67da","1431564994","0","no","no","very_neg","sli_neg","very_neg","neutral","no","NANS","no","NANS","NANS","yes_def","0","0","3_4","0","less","adequate","unsure","unsure","very_neg","sli_neg","slightly_pos","neg","sli_neg","pos","no","no","neither","neither","never","ge9","ge9","yes","17_18","yes","yes","1_5_total","no","yes_def","no","neither","neither","no","sli_neg","neg","neg","neutral","sli_neg","neg","never","no","NANS","no","NANS","no","no"
"769","3c3503c93979d3848c849074c2014ad71880643c1746dd41ed409a4d9545c50f","1431565015","0","no","no","neg","neg","sli_neg","sli_neg","no","NANS","no","NANS","NANS","unsure","0","0","3_4","0","less","adequate","no","no","neg","neg","sli_neg","neg","sli_neg","neutral","no","no","unconf","unconf","once","once","twice","no","NANS","no","NANS","NANS","no","think_so","no","opp","strong_opp","no","neg","very_neg","very_neg","sli_neg","neg","neg","never","no","NANS","no","NANS","no","no"
"770","6f98e79c5326916a6098f8cc004f12b3b82b7cac19b8224980f3048ea90cc3b9","1431565096","0","think_so","no","very_neg","very_neg","neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","0","0","3_4","3_4","about_same","adequate","yes","yes","sli_neg","sli_neg","slightly_pos","neg","neg","pos","unsure","no","unconf","unconf","never","6_8","3_5","yes","15_16","yes","yes","2_5_per_week","no","yes_def","yes_def","sup","neither","no","slightly_pos","neutral","neg","neutral","sli_neg","neg","3_5","no","NANS","no","NANS","no","no"
"771","6a42be9fdd428fe0a4ea788b880734e14835a8b24d3ca792491dd8f50688530b","1431565534","0","yes_def","no","very_neg","very_neg","neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","3_4","2","3_4","1_2","about_same","inadequate","unsure","no","neutral","sli_neg","neutral","neutral","sli_neg","neutral","no","no","conf","neither","never","3_5","3_5","no","NANS","yes","yes","1_5_total","no","yes_def","think_so","sup","sup","no","neutral","sli_neg","neg","neutral","neutral","neutral","never","no","NANS","no","NANS","no","no"
